ticket_id,zone,date,category,priority,resolution_time_minutes,escalated
T2301,Indiranagar,2026-01-06,Delivery Delay,Critical,34,Yes
T2302,Indiranagar,2026-01-06,Rider No Show,High,75,Yes
T2303,Indiranagar,2026-01-06,App Issue,High,52,Yes
T2304,Indiranagar,2026-01-06,Rider No Show,High,34,Yes
T2305,Indiranagar,2026-01-07,Rider No Show,Medium,39,No
T2306,Indiranagar,2026-01-07,Rider Shortage,Critical,16,Yes
T2307,Indiranagar,2026-01-07,Payment Issue,Critical,46,Yes
T2308,Indiranagar,2026-01-08,Rider Shortage,Low,84,No
T2309,Indiranagar,2026-01-08,Rider No Show,Low,55,No
T2310,Indiranagar,2026-01-08,Delivery Delay,High,81,Yes
T2311,Indiranagar,2026-01-09,Rider No Show,Critical,15,Yes
T2312,Indiranagar,2026-01-09,App Issue,High,65,Yes
T2313,Indiranagar,2026-01-10,Payment Issue,Medium,27,No
T2314,Indiranagar,2026-01-10,Rider No Show,Medium,33,No
T2315,Indiranagar,2026-01-10,Payment Issue,Medium,26,No
T2316,Indiranagar,2026-01-10,Payment Issue,High,62,Yes
T2317,Indiranagar,2026-01-10,Rider No Show,High,39,Yes
T2318,Indiranagar,2026-01-10,Delivery Delay,Medium,71,No
T2319,Indiranagar,2026-01-11,Rider Shortage,High,49,Yes
T2320,Indiranagar,2026-01-11,Payment Issue,Medium,19,No
T2321,Indiranagar,2026-01-11,Rider Shortage,Low,36,No
T2322,Indiranagar,2026-01-11,Rider No Show,Medium,71,No
T2323,Indiranagar,2026-01-12,Rider Shortage,High,17,Yes
T2324,Indiranagar,2026-01-12,Rider No Show,Critical,67,Yes
T2325,Indiranagar,2026-01-12,Delivery Delay,Low,45,No
T2326,Indiranagar,2026-01-12,Rider Shortage,High,83,Yes
T2327,Indiranagar,2026-01-12,Delivery Delay,Low,47,No
T2328,Indiranagar,2026-01-12,App Issue,High,86,Yes
T2329,Indiranagar,2026-01-12,Delivery Delay,Critical,64,Yes
T2330,Indiranagar,2026-01-13,Rider No Show,Critical,30,Yes
T2331,Indiranagar,2026-01-13,Payment Issue,Critical,53,Yes
T2332,Indiranagar,2026-01-13,Payment Issue,Medium,60,No
T2333,Indiranagar,2026-01-13,Rider Shortage,Low,61,No
T2334,Indiranagar,2026-01-13,Rider No Show,Medium,58,No
T2335,Indiranagar,2026-01-14,Delivery Delay,High,64,Yes
T2336,Indiranagar,2026-01-14,Rider Shortage,Medium,74,No
T2337,Indiranagar,2026-01-15,App Issue,Medium,29,No
T2338,Indiranagar,2026-01-15,Payment Issue,Medium,50,No
T2339,Indiranagar,2026-01-15,Rider Shortage,Medium,77,No
T2340,Indiranagar,2026-01-15,Rider Shortage,Low,83,No
T2341,Indiranagar,2026-01-16,Rider Shortage,Critical,55,Yes
T2342,Indiranagar,2026-01-16,Payment Issue,Medium,88,No
T2343,Indiranagar,2026-01-16,Delivery Delay,Critical,38,Yes
T2344,Indiranagar,2026-01-16,Rider Shortage,Critical,63,Yes
T2345,Indiranagar,2026-01-16,Delivery Delay,Critical,32,Yes
T2346,Indiranagar,2026-01-16,Delivery Delay,High,21,Yes
T2347,Indiranagar,2026-01-16,Rider No Show,Medium,18,No
T2348,Indiranagar,2026-01-17,Rider Shortage,Medium,83,No
T2349,Indiranagar,2026-01-17,Rider No Show,Critical,74,Yes
T2350,Indiranagar,2026-01-17,Delivery Delay,High,69,Yes
T2351,Indiranagar,2026-01-18,Delivery Delay,High,43,Yes
T2352,Indiranagar,2026-01-18,Rider No Show,Medium,37,No
T2353,Indiranagar,2026-01-18,Delivery Delay,Low,28,No
T2354,Indiranagar,2026-01-18,Payment Issue,Low,63,No
T2355,Indiranagar,2026-01-19,Payment Issue,Low,39,No
T2356,Indiranagar,2026-01-19,App Issue,High,35,Yes
T2357,Indiranagar,2026-01-20,Payment Issue,Medium,37,No
T2358,Indiranagar,2026-01-20,Rider No Show,Critical,71,Yes
T2359,Indiranagar,2026-01-21,Delivery Delay,Low,72,No
T2360,Indiranagar,2026-01-21,App Issue,Medium,28,No
T2361,Indiranagar,2026-01-21,Rider Shortage,Low,34,No
T2362,Indiranagar,2026-01-21,Rider Shortage,Low,44,No
T2363,Indiranagar,2026-01-22,Payment Issue,Medium,67,No
T2364,Indiranagar,2026-01-22,Rider No Show,Medium,70,No
T2365,Indiranagar,2026-01-22,Payment Issue,High,37,Yes
T2366,Indiranagar,2026-01-22,Payment Issue,Low,76,No
T2367,Indiranagar,2026-01-23,App Issue,Medium,47,No
T2368,Indiranagar,2026-01-23,Payment Issue,Critical,32,Yes
T2369,Indiranagar,2026-01-23,Rider Shortage,Low,87,No
T2370,Indiranagar,2026-01-23,Rider Shortage,Medium,47,No
T2371,Indiranagar,2026-01-23,Rider Shortage,High,46,Yes
T2372,Indiranagar,2026-01-23,Payment Issue,Medium,75,No
T2373,Indiranagar,2026-01-23,Delivery Delay,Low,68,No
T2374,Indiranagar,2026-01-24,Payment Issue,Critical,33,Yes
T2375,Indiranagar,2026-01-24,Payment Issue,Critical,84,Yes
T2376,Indiranagar,2026-01-25,Delivery Delay,Critical,48,Yes
T2377,Indiranagar,2026-01-25,App Issue,Low,39,No
T2378,Indiranagar,2026-01-25,Payment Issue,High,82,Yes
T2379,Indiranagar,2026-01-25,App Issue,Low,88,No
T2380,Indiranagar,2026-01-26,Delivery Delay,High,25,Yes
T2381,Indiranagar,2026-01-26,Delivery Delay,Medium,30,No
T2382,Indiranagar,2026-01-26,Payment Issue,Critical,75,Yes
T2383,Indiranagar,2026-01-27,Payment Issue,High,21,Yes
T2384,Indiranagar,2026-01-27,Rider Shortage,Medium,30,No
T2385,Indiranagar,2026-01-27,App Issue,Low,30,No
T2386,Indiranagar,2026-01-27,Payment Issue,High,54,Yes
T2387,Indiranagar,2026-01-27,Rider Shortage,High,26,Yes
T2388,Indiranagar,2026-01-27,Rider No Show,High,49,Yes
T2389,Indiranagar,2026-01-28,Delivery Delay,Critical,35,Yes
T2390,Indiranagar,2026-01-28,Delivery Delay,Critical,64,Yes
T2391,Indiranagar,2026-01-29,Rider No Show,Low,31,No
T2392,Indiranagar,2026-01-29,Rider No Show,Critical,46,Yes
T2393,Indiranagar,2026-01-29,Rider No Show,Low,55,No
T2394,Indiranagar,2026-01-29,App Issue,Low,20,No
T2395,Indiranagar,2026-01-30,Rider Shortage,Medium,34,No
T2396,Indiranagar,2026-01-30,Rider Shortage,Low,39,No
T2397,Indiranagar,2026-01-30,App Issue,High,80,Yes
T2398,Indiranagar,2026-01-30,Rider Shortage,Medium,23,No
T2399,Indiranagar,2026-01-31,Rider No Show,Medium,67,No
T2400,Indiranagar,2026-01-31,App Issue,Critical,75,Yes
T2401,Indiranagar,2026-01-31,App Issue,High,52,Yes
T2402,Indiranagar,2026-01-31,Rider No Show,High,17,Yes
T2403,Indiranagar,2026-01-31,Rider Shortage,Critical,84,Yes
T2404,Indiranagar,2026-02-01,Delivery Delay,Critical,69,Yes
T2405,Indiranagar,2026-02-01,App Issue,High,15,Yes
T2406,Indiranagar,2026-02-02,App Issue,Medium,84,No
T2407,Indiranagar,2026-02-02,Rider Shortage,High,59,Yes
T2408,Indiranagar,2026-02-02,Rider No Show,High,61,Yes
T2409,Indiranagar,2026-02-02,Payment Issue,Medium,40,No
T2410,Indiranagar,2026-02-02,Rider Shortage,Medium,28,No
T2411,Indiranagar,2026-02-02,Delivery Delay,Low,68,No
T2412,Indiranagar,2026-02-03,Delivery Delay,Low,45,No
T2413,Indiranagar,2026-02-03,Delivery Delay,Critical,73,Yes
T2414,Indiranagar,2026-02-03,Rider Shortage,Critical,43,Yes
T2415,Indiranagar,2026-02-03,Payment Issue,Critical,31,Yes
T2416,Indiranagar,2026-02-03,App Issue,Low,28,No
T2417,Indiranagar,2026-02-03,Payment Issue,Medium,50,No
T2418,Indiranagar,2026-02-03,Rider No Show,Low,72,No
T2419,Indiranagar,2026-02-04,Rider No Show,Medium,77,No
T2420,Indiranagar,2026-02-04,App Issue,Medium,39,No
T2421,Indiranagar,2026-02-04,App Issue,High,73,Yes
T2422,Indiranagar,2026-02-04,Payment Issue,High,46,Yes
T2423,Indiranagar,2026-02-04,Rider Shortage,Low,32,No
T2424,Indiranagar,2026-02-04,Payment Issue,Medium,51,No
T2425,Indiranagar,2026-02-05,Rider No Show,Low,23,No
T2426,Indiranagar,2026-02-05,Delivery Delay,High,78,Yes
T2427,Indiranagar,2026-02-05,App Issue,Medium,86,No
T2428,Indiranagar,2026-02-06,Payment Issue,Critical,68,Yes
T2429,Indiranagar,2026-02-06,Rider No Show,Medium,44,No
T2430,Indiranagar,2026-02-06,Delivery Delay,High,67,Yes
T2431,Indiranagar,2026-02-06,Payment Issue,High,77,Yes
T2432,Indiranagar,2026-02-06,Rider No Show,Medium,25,No
T2433,Indiranagar,2026-02-07,Delivery Delay,Medium,33,No
T2434,Indiranagar,2026-02-07,Rider Shortage,High,26,Yes
T2435,Indiranagar,2026-02-08,Payment Issue,Medium,51,No
T2436,Indiranagar,2026-02-08,Payment Issue,Medium,43,No
T2437,Indiranagar,2026-02-08,Delivery Delay,Low,40,No
T2438,Indiranagar,2026-02-08,App Issue,Medium,16,No
T2439,Indiranagar,2026-02-09,Payment Issue,High,29,Yes
T2440,Indiranagar,2026-02-09,Rider Shortage,Critical,18,Yes
T2441,Indiranagar,2026-02-09,Rider No Show,Low,64,No
T2442,Indiranagar,2026-02-09,Rider Shortage,Medium,52,No
T2443,Indiranagar,2026-02-09,Payment Issue,Low,37,No
T2444,Indiranagar,2026-02-10,Delivery Delay,Critical,89,Yes
T2445,Indiranagar,2026-02-10,Payment Issue,High,42,Yes
T2446,Indiranagar,2026-02-10,Rider No Show,High,80,Yes
T2447,Indiranagar,2026-02-10,App Issue,Low,22,No
T2448,Indiranagar,2026-02-11,Rider No Show,Critical,25,Yes
T2449,Indiranagar,2026-02-11,App Issue,Medium,32,No
T2450,Indiranagar,2026-02-11,Rider No Show,High,69,Yes
T2451,Indiranagar,2026-02-11,App Issue,Low,64,No
T2452,Indiranagar,2026-02-11,Rider No Show,Critical,28,Yes
T2453,Indiranagar,2026-02-11,Rider Shortage,High,88,Yes
T2454,Indiranagar,2026-02-12,Rider Shortage,Critical,23,Yes
T2455,Indiranagar,2026-02-12,Delivery Delay,Critical,25,Yes
T2456,Indiranagar,2026-02-12,Rider Shortage,Critical,77,Yes
T2457,Indiranagar,2026-02-12,App Issue,Medium,81,No
T2458,Indiranagar,2026-02-13,App Issue,High,53,Yes
T2459,Indiranagar,2026-02-13,Rider Shortage,High,70,Yes
T2460,Indiranagar,2026-02-13,Payment Issue,Medium,42,No
T2461,Indiranagar,2026-02-13,Rider Shortage,Critical,89,Yes
T2462,Indiranagar,2026-02-13,App Issue,Critical,53,Yes
T2463,Indiranagar,2026-02-13,Payment Issue,Low,39,No
T2464,Indiranagar,2026-02-14,Rider No Show,Medium,24,No
T2465,Indiranagar,2026-02-14,Rider Shortage,Medium,57,No
T2466,Indiranagar,2026-02-14,Delivery Delay,Low,29,No
T2467,Indiranagar,2026-02-14,Rider Shortage,High,62,Yes
T2468,Indiranagar,2026-02-14,Rider No Show,Low,35,No
T2469,Indiranagar,2026-02-14,App Issue,Critical,74,Yes
T2470,Indiranagar,2026-02-15,Payment Issue,High,64,Yes
T2471,Indiranagar,2026-02-15,Payment Issue,Medium,37,No
T2472,Indiranagar,2026-02-15,Rider No Show,Low,27,No
T2473,Indiranagar,2026-02-15,Delivery Delay,High,83,Yes
T2474,Indiranagar,2026-02-15,Rider No Show,Critical,18,Yes
T2475,Indiranagar,2026-02-16,App Issue,High,86,Yes
T2476,Indiranagar,2026-02-16,Delivery Delay,Medium,23,No
T2477,Indiranagar,2026-02-16,Delivery Delay,Low,49,No
T2478,Indiranagar,2026-02-16,Rider No Show,Medium,35,No
T2479,Indiranagar,2026-02-16,Rider Shortage,Medium,72,No
T2480,Indiranagar,2026-02-17,Rider No Show,High,86,Yes
T2481,Indiranagar,2026-02-17,Rider No Show,Critical,57,Yes
T2482,Indiranagar,2026-02-17,Payment Issue,Critical,20,Yes
T2483,Indiranagar,2026-02-18,Rider No Show,Medium,81,No
T2484,Indiranagar,2026-02-18,Rider No Show,Medium,26,No
T2485,Indiranagar,2026-02-18,App Issue,Medium,26,No
T2486,Indiranagar,2026-02-18,Rider No Show,Low,80,No
T2487,Indiranagar,2026-02-18,Rider No Show,Low,16,No
T2488,Indiranagar,2026-02-18,Rider Shortage,Critical,29,Yes
T2489,Indiranagar,2026-02-18,Delivery Delay,High,37,Yes
T2490,Indiranagar,2026-02-19,Delivery Delay,Low,21,No
T2491,Indiranagar,2026-02-19,Rider No Show,Low,42,No
T2492,Indiranagar,2026-02-19,Payment Issue,Low,28,No
T2493,Indiranagar,2026-02-19,Rider No Show,Critical,58,Yes
T2494,Indiranagar,2026-02-19,Delivery Delay,Critical,44,Yes
T2495,Indiranagar,2026-02-19,Delivery Delay,Critical,46,Yes
T2496,Indiranagar,2026-02-20,Rider No Show,Medium,84,No
T2497,Indiranagar,2026-02-20,App Issue,Critical,20,Yes
T2498,Indiranagar,2026-02-20,Delivery Delay,Critical,41,Yes
T2499,Indiranagar,2026-02-20,Rider Shortage,Medium,38,No
T2500,Indiranagar,2026-02-20,Delivery Delay,High,48,Yes
T2501,Indiranagar,2026-02-20,Rider No Show,Medium,54,No
T2502,Indiranagar,2026-02-20,Delivery Delay,Critical,61,Yes
T2503,Indiranagar,2026-02-21,Rider No Show,Medium,38,No
T2504,Indiranagar,2026-02-21,Rider No Show,High,79,Yes
T2505,Indiranagar,2026-02-21,Delivery Delay,High,32,Yes
T2506,Indiranagar,2026-02-21,Payment Issue,Medium,58,No
T2507,Indiranagar,2026-02-22,Delivery Delay,Low,71,No
T2508,Indiranagar,2026-02-22,Rider No Show,Low,42,No
T2509,Indiranagar,2026-02-22,App Issue,Medium,85,No
T2510,Indiranagar,2026-02-22,Delivery Delay,Low,37,No
T2511,Indiranagar,2026-02-22,Rider Shortage,Medium,48,No
T2512,Indiranagar,2026-02-23,Rider Shortage,High,49,Yes
T2513,Indiranagar,2026-02-23,Payment Issue,Medium,56,No
T2514,Indiranagar,2026-02-23,Rider No Show,Medium,42,No
T2515,Indiranagar,2026-02-23,Delivery Delay,Critical,38,Yes
T2516,Indiranagar,2026-02-24,App Issue,Critical,67,Yes
T2517,Indiranagar,2026-02-24,Delivery Delay,High,86,Yes
T2518,Indiranagar,2026-02-24,Rider No Show,Low,18,No
T2519,Indiranagar,2026-02-25,Rider No Show,Medium,19,No
T2520,Indiranagar,2026-02-25,App Issue,Critical,63,Yes
T2521,Indiranagar,2026-02-25,App Issue,Critical,44,Yes
T2522,Indiranagar,2026-02-25,Rider Shortage,High,86,Yes
T2523,Indiranagar,2026-02-26,Payment Issue,Critical,71,Yes
T2524,Indiranagar,2026-02-26,Rider Shortage,High,51,Yes
T2525,Indiranagar,2026-02-26,App Issue,Medium,21,No
T2526,Indiranagar,2026-02-27,Rider No Show,Critical,53,Yes
T2527,Indiranagar,2026-02-27,Payment Issue,Critical,76,Yes
T2528,Indiranagar,2026-02-27,App Issue,Medium,67,No
T2529,Indiranagar,2026-02-27,Payment Issue,Medium,18,No
T2530,Indiranagar,2026-02-27,Rider Shortage,Low,39,No
T2531,Indiranagar,2026-02-28,Delivery Delay,Low,42,No
T2532,Indiranagar,2026-02-28,Rider Shortage,Critical,83,Yes
T2533,Indiranagar,2026-02-28,Delivery Delay,High,81,Yes
T2534,Indiranagar,2026-02-28,Delivery Delay,High,34,Yes
T2535,Indiranagar,2026-02-28,App Issue,High,25,Yes
T2536,Indiranagar,2026-02-28,App Issue,Critical,81,Yes
T2537,Indiranagar,2026-02-28,Rider Shortage,Medium,21,No
T2538,Indiranagar,2026-03-01,Rider No Show,Critical,85,Yes
T2539,Indiranagar,2026-03-01,Payment Issue,High,48,Yes
T2540,Indiranagar,2026-03-01,Rider No Show,Critical,33,Yes
T2541,Indiranagar,2026-03-01,Rider No Show,High,72,Yes
T2542,Indiranagar,2026-03-01,App Issue,Critical,23,Yes
T2543,Indiranagar,2026-03-01,App Issue,Medium,62,No
T2544,Indiranagar,2026-03-02,Delivery Delay,Critical,55,Yes
T2545,Indiranagar,2026-03-02,Delivery Delay,High,62,Yes
T2546,Indiranagar,2026-03-02,Rider No Show,Low,59,No
T2547,Indiranagar,2026-03-02,Delivery Delay,Medium,39,No
T2548,Indiranagar,2026-03-03,Payment Issue,Critical,39,Yes
T2549,Indiranagar,2026-03-03,Delivery Delay,High,33,Yes
T2550,Indiranagar,2026-03-03,Rider Shortage,Low,53,No
T2551,Indiranagar,2026-03-03,Rider Shortage,High,41,Yes
T2552,Indiranagar,2026-03-03,Rider Shortage,Critical,88,Yes
T2553,Indiranagar,2026-03-04,Rider Shortage,Critical,33,Yes
T2554,Indiranagar,2026-03-04,Payment Issue,Medium,42,No
T2555,Indiranagar,2026-03-04,Payment Issue,Critical,47,Yes
T2556,Indiranagar,2026-03-04,Delivery Delay,Critical,24,Yes
T2557,Indiranagar,2026-03-04,Rider No Show,Medium,44,No
T2558,Indiranagar,2026-03-05,Payment Issue,Low,17,No
T2559,Indiranagar,2026-03-05,Rider No Show,Critical,89,Yes
T2560,Indiranagar,2026-03-05,Payment Issue,High,62,Yes
T2561,Indiranagar,2026-03-05,Rider Shortage,Low,16,No
T2562,Indiranagar,2026-03-05,Rider No Show,Low,68,No
T2563,Indiranagar,2026-03-05,Rider Shortage,Low,20,No
T2564,Indiranagar,2026-03-05,Delivery Delay,High,54,Yes
T2565,Indiranagar,2026-03-06,Delivery Delay,High,16,Yes
T2566,Indiranagar,2026-03-06,Payment Issue,Low,87,No
T2567,Indiranagar,2026-03-06,Rider No Show,Medium,16,No
T2568,Indiranagar,2026-03-06,Payment Issue,Medium,88,No
T2569,Indiranagar,2026-03-06,Payment Issue,Critical,69,Yes
T2570,Indiranagar,2026-03-07,Delivery Delay,High,74,Yes
T2571,Indiranagar,2026-03-07,Payment Issue,Low,20,No
T2572,Indiranagar,2026-03-07,App Issue,Medium,33,No
T2573,Indiranagar,2026-03-07,Rider Shortage,Medium,41,No
T2574,Indiranagar,2026-03-07,Payment Issue,Low,15,No
T2575,Indiranagar,2026-03-07,Rider No Show,Critical,47,Yes
T2576,Indiranagar,2026-03-08,App Issue,High,54,Yes
T2577,Indiranagar,2026-03-08,Rider Shortage,Medium,46,No
T2578,Indiranagar,2026-03-08,Payment Issue,High,83,Yes
T2579,Indiranagar,2026-03-08,App Issue,High,31,Yes
T2580,Indiranagar,2026-03-08,App Issue,Medium,22,No
T2581,Indiranagar,2026-03-08,Rider No Show,High,71,Yes
T2582,Indiranagar,2026-03-08,Rider No Show,Critical,56,Yes
T2583,Indiranagar,2026-03-09,Delivery Delay,High,23,Yes
T2584,Indiranagar,2026-03-09,Rider No Show,Low,49,No
T2585,Indiranagar,2026-03-09,Rider Shortage,Critical,85,Yes
T2586,Indiranagar,2026-03-10,Delivery Delay,Medium,68,No
T2587,Indiranagar,2026-03-10,Rider No Show,High,39,Yes
T2588,Indiranagar,2026-03-10,Rider No Show,Critical,81,Yes
T2589,Indiranagar,2026-03-10,App Issue,Low,76,No
T2590,Indiranagar,2026-03-10,Rider Shortage,Critical,69,Yes
T2591,Indiranagar,2026-03-10,Rider Shortage,Low,60,No
T2592,Indiranagar,2026-03-11,Payment Issue,Critical,60,Yes
T2593,Indiranagar,2026-03-11,Rider Shortage,Low,36,No
T2594,Indiranagar,2026-03-11,Delivery Delay,Critical,25,Yes
T2595,Indiranagar,2026-03-12,Rider Shortage,Low,49,No
T2596,Indiranagar,2026-03-12,App Issue,Low,63,No
T2597,Indiranagar,2026-03-12,Delivery Delay,High,60,Yes
T2598,Indiranagar,2026-03-12,App Issue,Medium,52,No
T2599,Indiranagar,2026-03-13,Rider Shortage,High,51,Yes
T2600,Indiranagar,2026-03-13,Payment Issue,High,54,Yes
T2601,Indiranagar,2026-03-13,Payment Issue,Critical,48,Yes
T2602,Indiranagar,2026-03-13,Delivery Delay,Critical,31,Yes
T2603,Indiranagar,2026-03-13,Delivery Delay,High,47,Yes
T2604,Indiranagar,2026-03-13,Rider No Show,Medium,61,No
T2605,Indiranagar,2026-03-13,Delivery Delay,Low,66,No
T2606,Indiranagar,2026-03-14,Delivery Delay,High,23,Yes
T2607,Indiranagar,2026-03-14,App Issue,Low,47,No
T2608,Indiranagar,2026-03-14,Rider No Show,Low,74,No
T2609,Indiranagar,2026-03-14,Payment Issue,Critical,35,Yes
T2610,Indiranagar,2026-03-14,Payment Issue,Critical,72,Yes
T2611,Indiranagar,2026-03-14,App Issue,Medium,83,No
T2612,Indiranagar,2026-03-14,Rider No Show,Low,24,No
T2613,Indiranagar,2026-03-15,Delivery Delay,High,27,Yes
T2614,Indiranagar,2026-03-15,Rider No Show,Critical,79,Yes
T2615,Indiranagar,2026-03-15,Delivery Delay,Low,34,No
T2616,Indiranagar,2026-03-15,App Issue,High,71,Yes
T2617,Indiranagar,2026-03-15,Rider Shortage,High,60,Yes
T2618,Indiranagar,2026-03-15,Rider No Show,High,22,Yes
T2619,Indiranagar,2026-03-15,App Issue,Medium,24,No
T2620,Indiranagar,2026-03-16,App Issue,High,81,Yes
T2621,Indiranagar,2026-03-16,Payment Issue,Critical,25,Yes
T2622,Indiranagar,2026-03-17,Payment Issue,High,24,Yes
T2623,Indiranagar,2026-03-17,App Issue,Critical,39,Yes
T2624,Indiranagar,2026-03-17,Payment Issue,Critical,63,Yes
T2625,Indiranagar,2026-03-17,App Issue,High,63,Yes
T2626,Indiranagar,2026-03-17,App Issue,Critical,25,Yes
T2627,Indiranagar,2026-03-18,Payment Issue,Critical,50,Yes
T2628,Indiranagar,2026-03-18,Payment Issue,Medium,53,No
T2629,Indiranagar,2026-03-18,Rider Shortage,Low,67,No
T2630,Indiranagar,2026-03-18,Rider No Show,Low,70,No
T2631,Indiranagar,2026-03-18,Payment Issue,High,15,Yes
T2632,Indiranagar,2026-03-18,Payment Issue,Low,70,No
T2633,Indiranagar,2026-03-18,Delivery Delay,Medium,18,No
T2634,Indiranagar,2026-03-19,Rider Shortage,High,44,Yes
T2635,Indiranagar,2026-03-19,Rider Shortage,Medium,26,No
T2636,Indiranagar,2026-03-19,Rider No Show,Critical,49,Yes
T2637,Indiranagar,2026-03-19,Payment Issue,Medium,66,No
T2638,Indiranagar,2026-03-19,Payment Issue,Medium,45,No
T2639,Indiranagar,2026-03-19,Payment Issue,Low,82,No
T2640,Indiranagar,2026-03-20,App Issue,Critical,21,Yes
T2641,Indiranagar,2026-03-20,Rider Shortage,Critical,36,Yes
T2642,Indiranagar,2026-03-20,Payment Issue,Critical,89,Yes
T2643,Indiranagar,2026-03-20,Payment Issue,High,70,Yes
T2644,Indiranagar,2026-03-20,App Issue,Critical,72,Yes
T2645,Indiranagar,2026-03-21,Payment Issue,Medium,78,No
T2646,Indiranagar,2026-03-21,App Issue,Critical,26,Yes
T2647,Indiranagar,2026-03-21,Rider No Show,Low,21,No
T2648,Indiranagar,2026-03-21,Rider No Show,Critical,69,Yes
T2649,Indiranagar,2026-03-21,Rider Shortage,High,76,Yes
T2650,Indiranagar,2026-03-21,Rider Shortage,Low,87,No
T2651,Indiranagar,2026-03-22,Rider No Show,Medium,69,No
T2652,Indiranagar,2026-03-22,Rider Shortage,Medium,50,No
T2653,Indiranagar,2026-03-23,Rider Shortage,Low,38,No
T2654,Indiranagar,2026-03-23,App Issue,Medium,58,No
T2655,Indiranagar,2026-03-24,Delivery Delay,Medium,16,No
T2656,Indiranagar,2026-03-24,Rider No Show,Critical,27,Yes
T2657,Indiranagar,2026-03-25,Payment Issue,Low,42,No
T2658,Indiranagar,2026-03-25,App Issue,High,74,Yes
T2659,Indiranagar,2026-03-25,Rider Shortage,Medium,41,No
T2660,Indiranagar,2026-03-25,Rider No Show,Critical,29,Yes
T2661,Indiranagar,2026-03-25,Delivery Delay,Critical,47,Yes
T2662,Indiranagar,2026-03-25,Payment Issue,Low,34,No
T2663,Indiranagar,2026-03-26,App Issue,High,26,Yes
T2664,Indiranagar,2026-03-26,Rider Shortage,High,87,Yes
T2665,Indiranagar,2026-03-26,App Issue,Critical,37,Yes
T2666,Indiranagar,2026-03-27,Delivery Delay,High,39,Yes
T2667,Indiranagar,2026-03-27,App Issue,Low,45,No
T2668,Indiranagar,2026-03-27,App Issue,Medium,68,No
T2669,Indiranagar,2026-03-27,Rider No Show,High,19,Yes
T2670,Indiranagar,2026-03-27,Payment Issue,Critical,27,Yes
T2671,Indiranagar,2026-03-27,Rider No Show,High,42,Yes
T2672,Indiranagar,2026-03-27,App Issue,High,57,Yes
T2673,Indiranagar,2026-03-28,Delivery Delay,Low,61,No
T2674,Indiranagar,2026-03-28,Rider Shortage,Low,85,No
T2675,Indiranagar,2026-03-29,App Issue,Critical,81,Yes
T2676,Indiranagar,2026-03-29,Rider No Show,High,76,Yes
T2677,Indiranagar,2026-03-29,Rider Shortage,High,53,Yes
T2678,Indiranagar,2026-03-29,Rider No Show,Medium,51,No
T2679,Indiranagar,2026-03-29,Delivery Delay,Medium,22,No
T2680,Indiranagar,2026-03-29,Delivery Delay,High,66,Yes
T2681,Indiranagar,2026-03-29,Delivery Delay,Critical,47,Yes
T2682,Indiranagar,2026-03-30,Payment Issue,Low,56,No
T2683,Indiranagar,2026-03-30,Payment Issue,Critical,41,Yes
T2684,Indiranagar,2026-03-30,Rider Shortage,Critical,22,Yes
T2685,Indiranagar,2026-03-30,App Issue,Low,37,No
T2686,Indiranagar,2026-03-30,App Issue,Medium,78,No
T2687,Indiranagar,2026-03-30,Payment Issue,Low,34,No
T2688,Indiranagar,2026-03-30,Payment Issue,Critical,30,Yes
T2689,Indiranagar,2026-03-31,Delivery Delay,High,33,Yes
T2690,Indiranagar,2026-03-31,App Issue,Critical,22,Yes
T2691,Indiranagar,2026-04-01,Rider No Show,Low,52,No
T2692,Indiranagar,2026-04-01,Delivery Delay,Critical,67,Yes
T2693,Indiranagar,2026-04-01,Rider No Show,Critical,45,Yes
T2694,Indiranagar,2026-04-01,App Issue,Critical,58,Yes
T2695,Indiranagar,2026-04-01,Payment Issue,Low,74,No
T2696,Indiranagar,2026-04-01,App Issue,Critical,31,Yes
T2697,Indiranagar,2026-04-01,Rider No Show,Critical,87,Yes
T2698,Indiranagar,2026-04-02,App Issue,Low,62,No
T2699,Indiranagar,2026-04-02,Delivery Delay,Critical,26,Yes
T2700,Indiranagar,2026-04-02,App Issue,High,32,Yes
T2701,Indiranagar,2026-04-03,App Issue,Medium,57,No
T2702,Indiranagar,2026-04-03,Delivery Delay,Low,49,No
T2703,Indiranagar,2026-04-03,App Issue,Low,68,No
T2704,Indiranagar,2026-04-03,Rider No Show,High,76,Yes
T2705,Indiranagar,2026-04-03,App Issue,Critical,83,Yes
T2706,Indiranagar,2026-04-03,Delivery Delay,Critical,30,Yes
T2707,Indiranagar,2026-04-03,Delivery Delay,Low,22,No
T2708,Indiranagar,2026-04-04,App Issue,Critical,45,Yes
T2709,Indiranagar,2026-04-04,Payment Issue,High,24,Yes
T2710,Indiranagar,2026-04-05,Delivery Delay,High,84,Yes
T2711,Indiranagar,2026-04-05,Delivery Delay,High,34,Yes
T2712,Indiranagar,2026-04-06,Rider No Show,Critical,37,Yes
T2713,Indiranagar,2026-04-06,App Issue,Low,23,No
T2714,Indiranagar,2026-04-06,Rider No Show,Critical,72,Yes
T2715,Indiranagar,2026-04-06,Payment Issue,Critical,73,Yes
T2716,Indiranagar,2026-04-06,App Issue,Low,68,No
T2717,Indiranagar,2026-04-06,Delivery Delay,Critical,60,Yes
T2718,Indiranagar,2026-04-07,App Issue,Critical,78,Yes
T2719,Indiranagar,2026-04-07,Rider Shortage,Low,22,No
